"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"New Beginnings Inc. Family Academy District","","2016-2017","Female","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2016-2017","Male","Still Enrolled After Four Years Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2016-2017","Female","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2016-2017","Male","Still Enrolled After Four Years Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2016-2017","Female","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2016-2017","Male","Other Count","Number","-6666"
"New Beginnings Inc. Family Academy District","","2016-2017","Female","Other Rate","Percent","-6666"
"New Beginnings Inc. Family Academy District","","2016-2017","Male","Other Rate","Percent","-6666"
"New Britain School District","900350440","2010-2011","Female","Total Cohort Count","Number","389"
"New Britain School District","900350440","2010-2011","Male","Total Cohort Count","Number","369"
"New Britain School District","900350440","2010-2011","Female","Four Year Graduation Count","Number","204"
"New Britain School District","900350440","2010-2011","Male","Four Year Graduation Count","Number","185"
"New Britain School District","900350440","2010-2011","Female","Four Year Graduation Rate","Percent","52.4"
"New Britain School District","900350440","2010-2011","Male","Four Year Graduation Rate","Percent","50.1"
"New Britain School District","900350440","2010-2011","Female","Still Enrolled After Four Years Count","Number","65"
"New Britain School District","900350440","2010-2011","Male","Still Enrolled After Four Years Count","Number","80"
"New Britain School District","900350440","2010-2011","Female","Still Enrolled After Four Years Rate","Percent","16.7"
"New Britain School District","900350440","2010-2011","Male","Still Enrolled After Four Years Rate","Percent","21.7"
"New Britain School District","900350440","2010-2011","Female","Other Count","Number","120"
"New Britain School District","900350440","2010-2011","Male","Other Count","Number","104"
"New Britain School District","900350440","2010-2011","Female","Other Rate","Percent","30.8"
"New Britain School District","900350440","2010-2011","Male","Other Rate","Percent","28.2"
"New Britain School District","900350440","2011-2012","Female","Total Cohort Count","Number","326"
"New Britain School District","900350440","2011-2012","Male","Total Cohort Count","Number","338"
"New Britain School District","900350440","2011-2012","Female","Four Year Graduation Count","Number","204"
"New Britain School District","900350440","2011-2012","Male","Four Year Graduation Count","Number","198"
"New Britain School District","900350440","2011-2012","Female","Four Year Graduation Rate","Percent","62.6"
"New Britain School District","900350440","2011-2012","Male","Four Year Graduation Rate","Percent","58.6"
"New Britain School District","900350440","2011-2012","Female","Still Enrolled After Four Years Count","Number","39"
"New Britain School District","900350440","2011-2012","Male","Still Enrolled After Four Years Count","Number","53"
"New Britain School District","900350440","2011-2012","Female","Still Enrolled After Four Years Rate","Percent","12.0"
"New Britain School District","900350440","2011-2012","Male","Still Enrolled After Four Years Rate","Percent","15.7"
"New Britain School District","900350440","2011-2012","Female","Other Count","Number","83"
"New Britain School District","900350440","2011-2012","Male","Other Count","Number","87"
"New Britain School District","900350440","2011-2012","Female","Other Rate","Percent","25.5"
"New Britain School District","900350440","2011-2012","Male","Other Rate","Percent","25.7"
"New Britain School District","900350440","2012-2013","Female","Total Cohort Count","Number","320"
"New Britain School District","900350440","2012-2013","Male","Total Cohort Count","Number","334"
"New Britain School District","900350440","2012-2013","Female","Four Year Graduation Count","Number","213"
"New Britain School District","900350440","2012-2013","Male","Four Year Graduation Count","Number","185"
"New Britain School District","900350440","2012-2013","Female","Four Year Graduation Rate","Percent","66.6"
"New Britain School District","900350440","2012-2013","Male","Four Year Graduation Rate","Percent","55.4"
"New Britain School District","900350440","2012-2013","Female","Still Enrolled After Four Years Count","Number","28"
"New Britain School District","900350440","2012-2013","Male","Still Enrolled After Four Years Count","Number","63"
"New Britain School District","900350440","2012-2013","Female","Still Enrolled After Four Years Rate","Percent","8.8"
"New Britain School District","900350440","2012-2013","Male","Still Enrolled After Four Years Rate","Percent","18.9"
"New Britain School District","900350440","2012-2013","Female","Other Count","Number","79"
"New Britain School District","900350440","2012-2013","Male","Other Count","Number","86"
"New Britain School District","900350440","2012-2013","Female","Other Rate","Percent","24.7"
"New Britain School District","900350440","2012-2013","Male","Other Rate","Percent","25.7"
"New Britain School District","900350440","2013-2014","Female","Total Cohort Count","Number","326"
"New Britain School District","900350440","2013-2014","Male","Total Cohort Count","Number","330"
"New Britain School District","900350440","2013-2014","Female","Four Year Graduation Count","Number","221"
"New Britain School District","900350440","2013-2014","Male","Four Year Graduation Count","Number","196"
"New Britain School District","900350440","2013-2014","Female","Four Year Graduation Rate","Percent","67.8"
"New Britain School District","900350440","2013-2014","Male","Four Year Graduation Rate","Percent","59.4"
"New Britain School District","900350440","2013-2014","Female","Still Enrolled After Four Years Count","Number","48"
"New Britain School District","900350440","2013-2014","Male","Still Enrolled After Four Years Count","Number","69"
"New Britain School District","900350440","2013-2014","Female","Still Enrolled After Four Years Rate","Percent","14.7"
"New Britain School District","900350440","2013-2014","Male","Still Enrolled After Four Years Rate","Percent","20.9"
"New Britain School District","900350440","2013-2014","Female","Other Count","Number","57"
"New Britain School District","900350440","2013-2014","Male","Other Count","Number","65"
"New Britain School District","900350440","2013-2014","Female","Other Rate","Percent","17.5"
"New Britain School District","900350440","2013-2014","Male","Other Rate","Percent","19.7"
"New Britain School District","900350440","2014-2015","Female","Total Cohort Count","Number","330"
"New Britain School District","900350440","2014-2015","Male","Total Cohort Count","Number","330"
"New Britain School District","900350440","2014-2015","Female","Four Year Graduation Count","Number","238"
"New Britain School District","900350440","2014-2015","Male","Four Year Graduation Count","Number","215"
"New Britain School District","900350440","2014-2015","Female","Four Year Graduation Rate","Percent","72.1"
"New Britain School District","900350440","2014-2015","Male","Four Year Graduation Rate","Percent","65.2"
"New Britain School District","900350440","2014-2015","Female","Still Enrolled After Four Years Count","Number","29"
"New Britain School District","900350440","2014-2015","Male","Still Enrolled After Four Years Count","Number","43"
"New Britain School District","900350440","2014-2015","Female","Still Enrolled After Four Years Rate","Percent","8.8"
"New Britain School District","900350440","2014-2015","Male","Still Enrolled After Four Years Rate","Percent","13.0"
"New Britain School District","900350440","2014-2015","Female","Other Count","Number","63"
"New Britain School District","900350440","2014-2015","Male","Other Count","Number","72"
"New Britain School District","900350440","2014-2015","Female","Other Rate","Percent","19.1"
"New Britain School District","900350440","2014-2015","Male","Other Rate","Percent","21.8"
"New Britain School District","900350440","2015-2016","Female","Total Cohort Count","Number","305"
"New Britain School District","900350440","2015-2016","Male","Total Cohort Count","Number","340"
"New Britain School District","900350440","2015-2016","Female","Four Year Graduation Count","Number","232"
"New Britain School District","900350440","2015-2016","Male","Four Year Graduation Count","Number","222"
"New Britain School District","900350440","2015-2016","Female","Four Year Graduation Rate","Percent","76.1"
"New Britain School District","900350440","2015-2016","Male","Four Year Graduation Rate","Percent","65.3"
"New Britain School District","900350440","2015-2016","Female","Still Enrolled After Four Years Count","Number","27"
"New Britain School District","900350440","2015-2016","Male","Still Enrolled After Four Years Count","Number","57"
"New Britain School District","900350440","2015-2016","Female","Still Enrolled After Four Years Rate","Percent","8.9"
"New Britain School District","900350440","2015-2016","Male","Still Enrolled After Four Years Rate","Percent","16.8"
"New Britain School District","900350440","2015-2016","Female","Other Count","Number","46"
"New Britain School District","900350440","2015-2016","Male","Other Count","Number","61"
"New Britain School District","900350440","2015-2016","Female","Other Rate","Percent","15.1"
"New Britain School District","900350440","2015-2016","Male","Other Rate","Percent","17.9"
"New Britain School District","900350440","2016-2017","Female","Total Cohort Count","Number","320"
"New Britain School District","900350440","2016-2017","Male","Total Cohort Count","Number","347"
"New Britain School District","900350440","2016-2017","Female","Four Year Graduation Count","Number","252"
"New Britain School District","900350440","2016-2017","Male","Four Year Graduation Count","Number","236"
